BSEID,NSEID,ISIN,industry,MARKET CAP,q_rank,q_txt,v_rank,v_txt,f_txt,tech_score,tech_txt,score,scoreText,prevScoreText
533655,TRITURBINE,INE152M01016,Heavy Electrical Equipment,"Rs 18,794 Cr (Mid Cap)",1,Excellent,0,Very Expensive,Positive,0.22,Mildly Bullish,71.0,Buy,Hold
532707,DYNPRO,INE256H01015,Specialty Chemicals,Rs 360 Cr (Micro Cap),9,Below Average,2,Very Attractive,Positive,-0.44,Mildly Bearish,37.0,Sell,Hold
500493,BHARATFORG,INE465A01025,Auto Components & Equipments,"Rs 61,843 Cr (Large Cap)",1,Good,-1,Fair,Flat,0.06,Sideways,52.0,Hold,Sell
507880,VIPIND,INE054A01027,Diversified consumer products,"Rs 5,734 Cr (Mid Cap)",1,Below Average,0,Risky,Negative,-0.06,Sideways,14.0,Strong Sell,Sell
506525,KANORICHEM,INE138C01024,Commodity Chemicals,Rs 412 Cr (Micro Cap),63,Below Average,-2,Risky,Flat,-0.17,Mildly Bearish,17.0,Strong Sell,Sell
539447,BEARDSELL,INE520H01022,Other Industrial Products,Rs  Cr (Micro Cap),62,Average,-1,Attractive,Flat,,Does not qualify,52.0,Hold,Sell
532830,ASTRAL,INE006I01046,Plastic Products - Industrial,"Rs 39,935 Cr (Large Cap)",4,Good,-1,Very Expensive,Flat,-0.33,Mildly Bearish,42.0,Sell,Strong Sell
511333,VLSFINANCE,INE709A01018,Non Banking Financial Company (NBFC),Rs 858 Cr (Micro Cap),43,Below Average,2,Fair,Flat,-0.33,Mildly Bearish,26.0,Strong Sell,Sell
500133,ESABINDIA,INE284A01012,Other Industrial Products,"Rs 7,934 Cr (Mid Cap)",3,Good,0,Very Expensive,Flat,-0.44,Mildly Bearish,42.0,Sell,Hold
539201,SATIA,INE170E01023,"Paper, Forest & Jute Products",Rs 810 Cr (Micro Cap),13,Average,-1,Very Attractive,Negative,-0.17,Mildly Bearish,37.0,Sell,Strong Sell
531531,HATSUN,INE473B01035,FMCG,"Rs 21,514 Cr (Large Cap)",9,Average,-1,Attractive,Flat,-0.33,Mildly Bearish,42.0,Sell,Strong Sell
511243,CHOLAFIN,INE121A01024,Non Banking Financial Company (NBFC),"Rs 1,30,989 Cr (Large Cap)",26,Excellent,1,Very Expensive,Positive,0.39,Mildly Bullish,71.0,Buy,Hold
524051,POLYPLEX,INE633B01018,Packaging,"Rs 3,954 Cr (Small Cap)",9,Average,3,Very Expensive,Flat,1.22,Bullish,58.0,Hold,Sell
543419,SHRIRAMPPS,INE217L01019,Realty,"Rs 1,632 Cr (Small Cap)",,Below Average,,Attractive,Very Positive,-0.04,Sideways,46.0,Sell,Strong Sell
513509,KALYANIFRG,INE314G01014,Castings & Forgings,Rs 257 Cr (Micro Cap),8,Average,0,Fair,Positive,0.94,Mildly Bullish,61.0,Hold,Sell
523398,JCHAC,INE782A01015,Electronics & Appliances,"Rs 4,731 Cr (Small Cap)",3,Below Average,-1,Expensive,Very Positive,-0.17,Mildly Bearish,34.0,Sell,Strong Sell
505283,KIRLPNU,INE811A01020,"Compressors, Pumps & Diesel Engines","Rs 8,566 Cr (Mid Cap)",4,Good,2,Very Expensive,Positive,-0.28,Mildly Bearish,48.0,Sell,Hold
532733,SUNTV,INE424H01027,Media & Entertainment,"Rs 24,682 Cr (Large Cap)",1,Good,0,Expensive,Negative,-0.67,Mildly Bearish,35.0,Sell,Hold
544404,BORANA,INE16SF01016,Garments & Apparels,Rs 602 Cr (Micro Cap),,Average,,Fair,,,,0.0,Not Rated,
500387,SHREECEM,INE070A01015,Cement & Cement Products,"Rs 1,06,023 Cr (Large Cap)",3,Average,-1,Very Expensive,Negative,0.39,Mildly Bullish,42.0,Sell,Hold
543384,NYKAA,INE388Y01029,E-Retail/ E-Commerce,"Rs 55,063 Cr (Large Cap)",,Average,,Expensive,Positive,0.78,Mildly Bullish,58.0,Hold,Buy
504220,WSI,INE100D01014,Construction,Rs 492 Cr (Micro Cap),-99997,Average,-2,Attractive,Very Negative,-0.4,Mildly Bearish,31.0,Sell,Strong Sell
500085,CHAMBLFERT,INE085A01013,Fertilizers,"Rs 21,675 Cr (Large Cap)",5,Good,-1,Attractive,Flat,0.06,Sideways,55.0,Hold,Buy
533336,DHUNINV,INE320L01011,Holding Company,Rs 873 Cr (Micro Cap),60,Below Average,3,Attractive,Negative,-0.67,Mildly Bearish,20.0,Strong Sell,Sell
530131,UDAICEMENT,INE225C01029,Cement & Cement Products,"Rs 1,682 Cr (Small Cap)",27,Below Average,-2,Attractive,Positive,-0.33,Mildly Bearish,34.0,Sell,Strong Sell
506076,GRINDWELL,INE536A01023,Industrial Products,"Rs 19,823 Cr (Large Cap)",2,Good,0,Very Expensive,Flat,-0.28,Mildly Bearish,42.0,Sell,Strong Sell
500337,PRIMESECU,INE032B01021,Non Banking Financial Company (NBFC),Rs 855 Cr (Micro Cap),-99997,Below Average,3,Expensive,Flat,0.06,Sideways,28.0,Strong Sell,Sell
532698,NITINSPIN,INE229H01012,Garments & Apparels,"Rs 2,167 Cr (Small Cap)",19,Good,0,Very Attractive,Positive,0.06,Sideways,74.0,Buy,Hold
531500,RAJESHEXPO,INE343B01030,"Gems, Jewellery And Watches","Rs 5,740 Cr (Mid Cap)",1,Average,0,Risky,Flat,-0.33,Mildly Bearish,31.0,Sell,Strong Sell
521070,ALOKINDS,INE270A01029,Garments & Apparels,"Rs 9,935 Cr (Mid Cap)",90,Below Average,-2,Risky,Negative,-0.06,Sideways,14.0,Strong Sell,Sell
532689,PVRINOX,INE191H01014,Media & Entertainment,"Rs 9,425 Cr (Mid Cap)",2,Below Average,-1,Attractive,Negative,-0.83,Mildly Bearish,20.0,Strong Sell,Sell
538891,MCLOUD,INE613C01026,Computers - Software & Consulting,"Rs 4,701 Cr (Small Cap)",72,Average,-2,Expensive,Negative,-0.22,Mildly Bearish,28.0,Strong Sell,Sell
500378,JINDALSAW,INE324A01032,Iron & Steel Products,"Rs 15,492 Cr (Mid Cap)",32,Average,1,Attractive,Negative,-0.67,Mildly Bearish,34.0,Sell,Strong Sell
533179,PERSISTENT,INE262H01021,Computers - Software & Consulting,"Rs 91,482 Cr (Large Cap)",16,Excellent,0,Very Expensive,Very Positive,0.11,Mildly Bullish,77.0,Buy,Hold
532940,JKIL,INE576I01022,Construction,"Rs 5,561 Cr (Mid Cap)",12,Good,2,Attractive,Flat,0.22,Mildly Bullish,65.0,Hold,Sell
500184,HSCL,INE019C01026,Specialty Chemicals,"Rs 23,200 Cr (Large Cap)",25,Average,0,Very Expensive,Positive,-0.06,Sideways,47.0,Sell,Hold
514286,ASHIMASYN,INE440A01010,Garments & Apparels,Rs 527 Cr (Micro Cap),53,Below Average,-2,Very Expensive,Negative,-0.17,Mildly Bearish,13.0,Strong Sell,Sell
500338,PRSMJOHNSN,INE010A01011,Cement & Cement Products,"Rs 7,654 Cr (Mid Cap)",20,Below Average,-1,Risky,Positive,-0.06,Sideways,29.0,Strong Sell,Sell
544027,FEDFINA,INE007N01010,Non Banking Financial Company (NBFC),"Rs 4,269 Cr (Small Cap)",,Average,,Attractive,Positive,0,Sideways,54.0,Hold,Sell
531439,GOLDTECH,INE805A01014,Computers - Software & Consulting,Rs 235 Cr (Micro Cap),-99997,Below Average,-2,Risky,Flat,-0.5,Mildly Bearish,17.0,Strong Sell,Sell
539177,AIIL,INE206F01022,Non Banking Financial Company (NBFC),"Rs 41,697 Cr (Large Cap)",-99997,Average,-2,Attractive,Flat,1.33,Bullish,65.0,Hold,Sell
500444,WSTCSTPAPR,INE976A01021,"Paper, Forest & Jute Products","Rs 3,402 Cr (Small Cap)",1,Good,-1,Fair,Very Negative,-0.17,Mildly Bearish,36.0,Sell,Strong Sell
532694,ASMS,INE855F01042,Computers - Software & Consulting,Rs 438 Cr (Micro Cap),-99997,Below Average,-2,Risky,Negative,-1.17,Bearish,3.0,Strong Sell,Sell
532529,NDTV,INE155G01029,Media & Entertainment,"Rs 1,001 Cr (Small Cap)",12,Below Average,-2,Risky,Very Negative,-0.17,Mildly Bearish,6.0,Strong Sell,Sell
517146,USHAMART,INE228A01035,Iron & Steel Products,"Rs 9,397 Cr (Mid Cap)",15,Good,-1,Fair,Flat,-0.94,Mildly Bearish,47.0,Sell,Hold
505850,MANCREDIT,INE545L01039,Non Banking Financial Company (NBFC),Rs 358 Cr (Micro Cap),-99997,Below Average,2,Very Expensive,Positive,1.5,Bullish,50.0,Hold,Sell
503031,PENINLAND,INE138A01028,Realty,Rs 960 Cr (Micro Cap),41,Below Average,-2,Expensive,Very Negative,-0.4,Mildly Bearish,12.0,Strong Sell,Sell
532029,SINDHUTRAD,INE325D01025,Diversified,"Rs 4,219 Cr (Small Cap)",13,Below Average,-2,Attractive,Negative,0.22,Mildly Bullish,36.0,Sell,Strong Sell
532538,ULTRACEMCO,INE481G01011,Cement & Cement Products,"Rs 3,27,919 Cr (Large Cap)",4,Good,-1,Very Expensive,Negative,0.39,Mildly Bullish,50.0,Hold,Sell
513097,SBCL,INE386D01027,Iron & Steel Products,"Rs 2,806 Cr (Small Cap)",31,Good,-1,Very Expensive,Flat,-0.22,Mildly Bearish,42.0,Sell,Hold
515030,ASAHIINDIA,INE439A01020,Auto Components & Equipments,"Rs 18,004 Cr (Mid Cap)",3,Average,0,Expensive,Flat,1.11,Bullish,52.0,Hold,Sell
500870,CASTROLIND,INE172A01027,Oil,"Rs 20,846 Cr (Large Cap)",1,Good,2,Expensive,Flat,0.06,Sideways,50.0,Hold,Sell
532372,VIRINCHI,INE539B01017,Software Products,Rs 239 Cr (Micro Cap),38,Below Average,1,Very Attractive,Negative,-0.39,Mildly Bearish,23.0,Strong Sell,Sell
538415,WIPL,INE215F01023,Plywood Boards/ Laminates,Rs  Cr (Micro Cap),-99997,Average,-2,Expensive,Flat,-1.56,Bearish,31.0,Sell,Strong Sell
500825,BRITANNIA,INE216A01030,FMCG,"Rs 1,32,740 Cr (Large Cap)",2,Good,0,Expensive,Flat,1,Mildly Bullish,60.0,Hold,Sell
532532,JPASSOCIAT,INE455F01025,Construction,Rs 852 Cr (Micro Cap),9,Below Average,-2,Risky,Negative,-0.33,Mildly Bearish,9.0,Strong Sell,Sell
590025,GINNIFILA,INE424C01010,Garments & Apparels,Rs 356 Cr (Micro Cap),82,Below Average,-1,Fair,Negative,1.44,Bullish,40.0,Sell,Strong Sell
506194,ARIHANTSUP,INE643K01018,Realty,"Rs 1,530 Cr (Small Cap)",37,Below Average,-1,Expensive,Negative,-0.94,Mildly Bearish,14.0,Strong Sell,Sell
590057,EQUIPPP,INE217G01035,Computers - Software & Consulting,Rs 192 Cr (Micro Cap),-99997,Average,-2,Very Expensive,Positive,-1.22,Bearish,36.0,Sell,Strong Sell
517273,S&SPOWER,INE902B01017,Other Electrical Equipment,Rs 448 Cr (Micro Cap),-99999,Does not qualify,-99999,Does not qualify,Flat,-0.33,Mildly Bearish,0.0,Not Rated,Not Rated
532900,PAISALO,INE420C01059,Non Banking Financial Company (NBFC),"Rs 2,836 Cr (Small Cap)",19,Average,1,Very Attractive,Flat,-0.89,Mildly Bearish,45.0,Sell,Hold
540709,RHFL,INE217K01011,Housing Finance Company,Rs 380 Cr (Micro Cap),-99997,Below Average,2,Risky,Positive,1.47,Bullish,46.0,Sell,Strong Sell
501831,COASTCORP,INE377E01024,FMCG,Rs 259 Cr (Micro Cap),-99999,Below Average,-2,Attractive,Flat,-0.78,Mildly Bearish,28.0,Strong Sell,Sell
532540,TCS,INE467B01029,Computers - Software & Consulting,"Rs 12,39,195 Cr (Large Cap)",9,Excellent,-1,Attractive,Flat,-0.5,Mildly Bearish,57.0,Hold,Sell
534674,DUCON,INE741L01018,Industrial Manufacturing,Rs 200 Cr (Micro Cap),-99997,Below Average,-1,Attractive,Flat,-0.28,Mildly Bearish,28.0,Strong Sell,Sell
517562,TRIGYN,INE948A01012,Computers - Software & Consulting,Rs 262 Cr (Micro Cap),40,Average,2,Expensive,Negative,-0.33,Mildly Bearish,28.0,Strong Sell,Sell
500404,SUNFLAG,INE947A01014,Ferrous Metals,"Rs 4,925 Cr (Small Cap)",33,Average,1,Expensive,Flat,1.33,Bullish,60.0,Hold,Sell
538836,MONTECARLO,INE950M01013,Garments & Apparels,"Rs 1,262 Cr (Small Cap)",9,Average,3,Very Attractive,Flat,-0.22,Mildly Bearish,45.0,Sell,Strong Sell
501455,GREAVESCOT,INE224A01026,"Compressors, Pumps & Diesel Engines","Rs 4,716 Cr (Small Cap)",2,Below Average,0,Very Expensive,Positive,-0.11,Mildly Bearish,27.0,Strong Sell,Sell
524324,SEYAIND,INE573R01012,Specialty Chemicals,Rs 48 Cr (Micro Cap),45,Does not qualify,-1,Risky,Negative,-0.72,Mildly Bearish,0.0,Not Rated,Strong Sell
532748,PFOCUS,INE367G01038,Media & Entertainment,"Rs 3,742 Cr (Small Cap)",1,Below Average,-1,Attractive,Positive,0.22,Mildly Bullish,50.0,Hold,Sell
509069,INFOMEDIA,INE669A01022,Miscellaneous,Rs 45 Cr (Micro Cap),-99999,Below Average,-2,Risky,Flat,-0.33,Mildly Bearish,33.0,Sell,Strong Sell
530073,SANGHVIMOV,INE989A01032,Automobiles,"Rs 2,473 Cr (Small Cap)",14,Good,-2,Expensive,Negative,-0.33,Mildly Bearish,35.0,Sell,Strong Sell
508906,EVERESTIND,INE295A01018,Miscellaneous,Rs 887 Cr (Micro Cap),5,Average,1,Risky,Negative,-0.4,Mildly Bearish,23.0,Strong Sell,Sell
543715,IEL,INE059901020,Diversified Commercial Services,Rs 383 Cr (Micro Cap),,Below Average,,Risky,Very Negative,1.53,Bullish,29.0,Strong Sell,Sell
530079,FAZE3Q,INE963C01033,Garments & Apparels,"Rs 1,328 Cr (Small Cap)",47,Average,0,Fair,Positive,1.22,Bullish,68.0,Hold,Sell
532181,GMDCLTD,INE131A01031,Minerals & Mining,"Rs 12,916 Cr (Mid Cap)",4,Average,0,Very Expensive,Positive,1.22,Bullish,64.0,Hold,Sell
500327,PILITA,INE600A01035,Diversified consumer products,Rs 397 Cr (Micro Cap),28,Average,3,Very Expensive,Positive,1.5,Bullish,64.0,Hold,Sell
543918,GHCLTEXTIL,INE0PA801013,Garments & Apparels,Rs 882 Cr (Micro Cap),,Average,,Very Attractive,Positive,0.64,Mildly Bullish,67.0,Hold,Not Rated
500331,PIDILITIND,INE318A01026,Specialty Chemicals,"Rs 1,51,333 Cr (Large Cap)",6,Good,1,Very Expensive,Flat,0.61,Mildly Bullish,58.0,Hold,Sell
502180,SHREDIGCEM,INE232A01011,Cement & Cement Products,"Rs 1,138 Cr (Small Cap)",25,Average,1,Expensive,Flat,-0.83,Mildly Bearish,37.0,Sell,Strong Sell
515508,MITCON,INE828O01033,Miscellaneous,Rs  Cr (Micro Cap),-99999,Below Average,-2,Very Attractive,Flat,-0.28,Mildly Bearish,28.0,Strong Sell,Sell
500110,CHENNPETRO,INE178A01016,Oil,"Rs 9,674 Cr (Mid Cap)",4,Good,2,Very Attractive,Flat,-0.5,Mildly Bearish,52.0,Hold,Sell
533122,RTNPOWER,INE399K01017,Power,"Rs 7,400 Cr (Mid Cap)",19,Below Average,-1,Very Attractive,Very Positive,0.22,Mildly Bullish,58.0,Hold,Sell
500670,GNFC,INE113A01013,Fertilizers,"Rs 7,831 Cr (Mid Cap)",4,Good,1,Attractive,Positive,-0.44,Mildly Bearish,55.0,Hold,Sell
543712,AFSL,INE00ZE01026,Holding Company,"Rs 1,239 Cr (Small Cap)",,Average,,Very Attractive,Very Positive,0.08,Sideways,62.0,Hold,Sell
532684,EKC,INE184H01027,Industrial Manufacturing,"Rs 1,474 Cr (Small Cap)",15,Average,0,Fair,Flat,-0.11,Mildly Bearish,40.0,Sell,Hold
500093,CGPOWER,INE067A01029,Heavy Electrical Equipment,"Rs 1,01,711 Cr (Large Cap)",32,Excellent,0,Very Expensive,Positive,-0.33,Mildly Bearish,55.0,Hold,Buy
533540,TREEHOUSE,INE040M01013,Other Consumer Services,Rs 36 Cr (Micro Cap),-99997,Below Average,-2,Risky,Negative,-1,Bearish,3.0,Strong Sell,Sell
532366,PNBGILTS,INE859A01011,Non Banking Financial Company (NBFC),"Rs 1,706 Cr (Small Cap)",48,Below Average,3,Very Attractive,Positive,-0.56,Mildly Bearish,37.0,Sell,Strong Sell
500317,OSWALAGRO,INE142A01012,Trading & Distributors,"Rs 1,338 Cr (Small Cap)",-99997,Average,-2,Very Expensive,Very Positive,1.78,Bullish,70.0,Buy,Hold
500418,TOKYOPLAST,INE932C01012,Diversified consumer products,Rs 130 Cr (Micro Cap),-99997,Below Average,-2,Attractive,Flat,1.06,Bullish,51.0,Hold,Sell
509874,SHALPAINTS,INE849C01026,Paints,Rs 846 Cr (Micro Cap),5,Below Average,-2,Risky,Flat,-1.06,Bearish,12.0,Strong Sell,Sell
523011,WEIZMANIND,INE080A01014,Garments & Apparels,Rs 194 Cr (Micro Cap),-99997,Average,-2,Fair,Flat,0.06,Sideways,45.0,Sell,Hold
503806,SRF,INE647A01010,Specialty Chemicals,"Rs 91,595 Cr (Large Cap)",1,Good,-1,Very Expensive,Positive,1.22,Bullish,71.0,Buy,Hold
500279,MIRCELECTR,INE831A01028,Electronics & Appliances,Rs 321 Cr (Micro Cap),10,Below Average,-1,Expensive,Negative,-1.06,Bearish,9.0,Strong Sell,Sell
505700,ELECON,INE205B01031,Industrial Manufacturing,"Rs 14,766 Cr (Mid Cap)",10,Good,-1,Very Expensive,Very Positive,1,Mildly Bullish,70.0,Buy,Hold
500214,IONEXCHANG,INE570A01022,Other Utilities,"Rs 7,905 Cr (Mid Cap)",7,Good,3,Fair,Negative,-0.17,Mildly Bearish,38.0,Sell,Hold
533398,MUTHOOTFIN,INE414G01012,Non Banking Financial Company (NBFC),"Rs 1,02,560 Cr (Large Cap)",12,Excellent,1,Fair,Positive,1.61,Bullish,82.0,Strong Buy,Buy
511768,MASTERTR,INE677D01037,Capital Markets,"Rs 1,769 Cr (Small Cap)",-99997,Average,-2,Very Attractive,Negative,0.17,Mildly Bullish,52.0,Hold,Sell
543279,SURYODAY,INE428Q01011,Other Bank,"Rs 1,524 Cr (Small Cap)",,Average,,Fair,Negative,-0.11,Mildly Bearish,31.0,Sell,Strong Sell
532375,TIPSMUSIC,INE716B01029,Media & Entertainment,"Rs 8,497 Cr (Mid Cap)",-99997,Excellent,0,Very Expensive,Flat,-0.11,Mildly Bearish,50.0,Hold,Sell
532722,NITCO,INE858F01012,Diversified consumer products,"Rs 3,076 Cr (Small Cap)",9,Below Average,-2,Risky,Flat,1.28,Bullish,40.0,Sell,Strong Sell
532440,MPSLTD,INE943D01017,Other Consumer Services,"Rs 4,434 Cr (Small Cap)",2,Average,2,Very Expensive,Positive,1.17,Bullish,64.0,Hold,Sell
532430,BFUTILITIE,INE243D01012,Transport Infrastructure,"Rs 2,930 Cr (Small Cap)",-99997,Below Average,-2,Expensive,Flat,0.06,Sideways,38.0,Sell,Strong Sell
532313,MAHLIFE,INE813A01018,Realty,"Rs 7,392 Cr (Mid Cap)",15,Below Average,-1,Risky,Flat,-0.11,Mildly Bearish,17.0,Strong Sell,Sell
521200,SURYALAXMI,INE713B01026,Garments & Apparels,Rs 132 Cr (Micro Cap),-99997,Average,-2,Attractive,Positive,-0.06,Sideways,51.0,Hold,Sell
539883,PILANIINVS,INE417C01014,Holding Company,"Rs 5,774 Cr (Mid Cap)",-99997,Average,-2,Fair,Negative,0.11,Mildly Bullish,47.0,Sell,Strong Sell
534076,RHIM,INE743M01012,Electrodes & Refractories,"Rs 10,012 Cr (Mid Cap)",1,Good,-1,Fair,Negative,-0.28,Mildly Bearish,38.0,Sell,Hold
523371,MAWANASUG,INE636A01039,Sugar,Rs 409 Cr (Micro Cap),12,Average,-1,Very Attractive,Positive,0.22,Mildly Bullish,67.0,Hold,Sell
500470,TATASTEEL,INE081A01020,Ferrous Metals,"Rs 1,89,500 Cr (Large Cap)",6,Good,1,Attractive,Positive,0.78,Mildly Bullish,71.0,Buy,Hold
500302,PEL,INE140A01024,Non Banking Financial Company (NBFC),"Rs 25,632 Cr (Large Cap)",27,Average,0,Very Expensive,Positive,1.5,Bullish,64.0,Hold,Sell
533012,LPDC,INE197J01017,Realty,Rs 131 Cr (Micro Cap),-99997,Below Average,-2,Risky,Flat,0,Sideways,23.0,Strong Sell,Sell
500288,MOREPENLAB,INE083A01026,Pharmaceuticals & Biotechnology,"Rs 3,541 Cr (Small Cap)",54,Average,-1,Attractive,Negative,0.11,Mildly Bullish,50.0,Hold,Sell
523301,TCPLPACK,INE822C01015,Packaging,"Rs 3,367 Cr (Small Cap)",2,Good,-1,Expensive,Flat,0,Sideways,50.0,Hold,Buy
590066,KCP,INE805C01028,Cement & Cement Products,"Rs 2,687 Cr (Small Cap)",14,Average,2,Attractive,Negative,-0.56,Mildly Bearish,34.0,Sell,Hold
513121,ORICONENT,INE730A01022,Packaging,Rs 709 Cr (Micro Cap),5,Below Average,0,Risky,Positive,1.17,Bullish,46.0,Sell,Hold
500296,NAHARSPING,INE290A01027,Garments & Apparels,Rs 997 Cr (Small Cap),59,Average,-1,Very Attractive,Very Positive,-0.06,Sideways,72.0,Buy,Hold
532290,BLBLIMITED,INE791A01024,Non Banking Financial Company (NBFC),Rs 79 Cr (Micro Cap),-99997,Below Average,-2,Attractive,Negative,-0.67,Mildly Bearish,20.0,Strong Sell,Sell
537291,NATHBIOGEN,INE448G01010,Other Agricultural Products,Rs 389 Cr (Micro Cap),2,Below Average,1,Very Attractive,Negative,0.22,Mildly Bullish,38.0,Sell,Strong Sell
507205,TI,INE133E01013,Beverages,"Rs 7,032 Cr (Mid Cap)",11,Average,-2,Very Expensive,Very Positive,0.22,Mildly Bullish,52.0,Hold,Sell
500083,CENTEXT,INE281A01026,Industrial Products,Rs 160 Cr (Micro Cap),-99997,Average,-2,Very Attractive,Positive,-0.17,Mildly Bearish,51.0,Hold,Sell
533543,BROOKS,INE650L01011,Pharmaceuticals & Biotechnology,Rs 365 Cr (Micro Cap),72,Below Average,-2,Very Expensive,Positive,-0.61,Mildly Bearish,27.0,Strong Sell,Sell
524109,KABRAEXTRU,INE900B01029,Industrial Manufacturing,Rs 986 Cr (Micro Cap),16,Average,2,Very Attractive,Very Negative,-0.61,Mildly Bearish,34.0,Sell,Strong Sell
532143,SKMEGGPROD,INE411D01015,FMCG,Rs 661 Cr (Micro Cap),-99999,Average,-2,Attractive,Very Negative,0.11,Mildly Bullish,47.0,Sell,Hold
526885,SARLAPOLY,INE453D01025,Garments & Apparels,Rs 939 Cr (Micro Cap),26,Average,-1,Attractive,Negative,1.22,Bullish,57.0,Hold,Sell
506767,ALKYLAMINE,INE150B01039,Specialty Chemicals,"Rs 10,022 Cr (Mid Cap)",9,Good,0,Very Expensive,Flat,0.39,Mildly Bullish,58.0,Hold,Sell
511194,ICDSLTD,INE613B01010,Diversified Commercial Services,Rs 74 Cr (Micro Cap),-99997,Does not qualify,10,Does not qualify,Flat,0,Sideways,0.0,Not Rated,Not Rated
530299,KOTHARIPRO,INE823A01017,Trading & Distributors,Rs 510 Cr (Micro Cap),23,Below Average,3,Risky,Flat,0.17,Mildly Bullish,33.0,Sell,Strong Sell
533272,JWL,INE209L01016,Industrial Manufacturing,"Rs 16,384 Cr (Mid Cap)",-99999,Good,-2,Very Expensive,Flat,-0.17,Mildly Bearish,42.0,Sell,Hold
531400,ALMONDZ,INE326B01035,Capital Markets,Rs 372 Cr (Micro Cap),-99997,Below Average,-2,Fair,Positive,-0.94,Mildly Bearish,31.0,Sell,Strong Sell
500023,ASIANHOTNR,INE363A01022,Hotels & Resorts,Rs 681 Cr (Micro Cap),15,Below Average,1,Risky,Positive,0.39,Mildly Bullish,39.0,Sell,Hold
543573,SYRMA,INE0DYJ01015,Industrial Manufacturing,"Rs 9,178 Cr (Mid Cap)",,Average,,Expensive,Very Positive,1.01,Bullish,71.0,Buy,Hold
532054,KDDL,INE291D01011,"Gems, Jewellery And Watches","Rs 3,109 Cr (Small Cap)",7,Average,-1,Fair,Negative,-1.17,Bearish,26.0,Strong Sell,Sell
544202,STANLEY,INE01A001028,"Furniture, Home Furnishing","Rs 1,981 Cr (Small Cap)",,Below Average,,Expensive,Flat,0.11,Mildly Bullish,38.0,Sell,Strong Sell
504112,NELCO,INE045B01015,IT - Hardware,"Rs 2,338 Cr (Small Cap)",-99999,Average,-1,Very Expensive,Very Negative,0.11,Mildly Bullish,40.0,Sell,Strong Sell
532326,INTENTECH,INE781A01025,Software Products,Rs 227 Cr (Micro Cap),65,Good,1,Fair,Flat,-0.61,Mildly Bearish,47.0,Sell,Hold
524200,VINATIORGA,INE410B01037,Specialty Chemicals,"Rs 19,464 Cr (Mid Cap)",6,Good,1,Very Expensive,Positive,0.06,Sideways,54.0,Hold,Sell
500201,INDIAGLYCO,INE560A01015,Commodity Chemicals,"Rs 5,536 Cr (Mid Cap)",20,Below Average,0,Expensive,Positive,1.67,Bullish,51.0,Hold,Sell
531112,BALUFORGE,INE011E01029,Castings & Forgings,"Rs 7,429 Cr (Mid Cap)",-99997,Average,-2,Very Expensive,Outstanding,0.28,Mildly Bullish,68.0,Hold,Sell
532541,COFORGE,INE591G01025,Computers - Software & Consulting,"Rs 59,302 Cr (Large Cap)",13,Excellent,1,Very Expensive,Positive,0.39,Mildly Bullish,71.0,Buy,Hold
590062,ANDHRSUGAR,INE715B01021,Commodity Chemicals,"Rs 1,006 Cr (Small Cap)",8,Average,1,Very Expensive,Flat,-0.39,Mildly Bearish,35.0,Sell,Strong Sell
523023,SINCLAIR,INE985A01022,Hotels & Resorts,Rs 457 Cr (Micro Cap),-99997,Average,1,Very Expensive,Negative,-0.94,Mildly Bearish,27.0,Strong Sell,Sell
532644,JKCEMENT,INE823G01014,Cement & Cement Products,"Rs 46,032 Cr (Large Cap)",7,Average,1,Very Expensive,Positive,1.61,Bullish,64.0,Hold,Sell
530023,THEINVEST,INE924D01017,Non Banking Financial Company (NBFC),Rs 802 Cr (Micro Cap),54,Below Average,3,Attractive,Flat,-0.28,Mildly Bearish,28.0,Strong Sell,Sell
512161,SECURKLOUD,INE650K01021,Computers - Software & Consulting,Rs 78 Cr (Micro Cap),18,Below Average,-1,Risky,Negative,-0.83,Mildly Bearish,9.0,Strong Sell,Sell
533189,GOENKA,INE516K01024,"Gems, Jewellery And Watches",Rs 31 Cr (Micro Cap),-99997,Below Average,-2,Risky,Flat,0.22,Mildly Bullish,33.0,Sell,Strong Sell
533148,JSWENERGY,INE121E01018,Power,"Rs 89,031 Cr (Large Cap)",12,Below Average,0,Very Expensive,Negative,-0.33,Mildly Bearish,13.0,Strong Sell,Sell
503162,RELCHEMQ,INE750D01016,Garments & Apparels,Rs 140 Cr (Micro Cap),-99997,Below Average,-2,Attractive,Positive,-0.39,Mildly Bearish,34.0,Sell,Strong Sell
532610,DWARKESH,INE366A01041,Sugar,Rs 907 Cr (Micro Cap),2,Average,3,Fair,Positive,-0.06,Sideways,51.0,Hold,Sell
521248,KITEX,INE602G01020,Garments & Apparels,"Rs 5,307 Cr (Mid Cap)",31,Average,2,Very Expensive,Positive,1.11,Bullish,64.0,Hold,Buy
532215,AXISBANK,INE238A01034,Private Sector Bank,"Rs 3,73,516 Cr (Large Cap)",11,Good,-1,Expensive,Positive,1.11,Bullish,65.0,Hold,Buy
532915,RELIGARE,INE621H01010,Non Banking Financial Company (NBFC),"Rs 7,549 Cr (Mid Cap)",74,Average,-2,Expensive,Very Positive,-0.33,Mildly Bearish,48.0,Sell,Strong Sell
532695,CELEBRITY,INE185H01016,Garments & Apparels,Rs 76 Cr (Micro Cap),-99997,Below Average,-2,Risky,Negative,-0.28,Mildly Bearish,9.0,Strong Sell,Sell
